"Category","name","name"
"Giles",0.05,0.05
"Logan",0.05,0.05
"Fayette",0.05,0.05
"Hendry",0.06,0.06
"Clarke",0.06,0.06
"Blount",0.06,0.06
"Buchanan",0.06,0.06
"Chesterfield",0.06,0.06
"Burke",0.07,0.07
"Macon",0.07,0.07
"Jones",0.07,0.07
"Wyoming",0.08,0.08
"Alcorn",0.08,0.08
"Putnam",0.08,0.08
"Macon",0.08,0.08
"Greene",0.08,0.08
"Randolph",0.08,0.08
"Marshall",0.08,0.08
"Hardee",0.08,0.08
"Door",0.09,0.09
"Polk",0.09,0.09
"Reeves",0.09,0.09
"Newton",0.09,0.09
"McLeod",0.09,0.09
"Rock",0.09,0.09
"Hoke",0.09,0.09
"Butler",0.09,0.09
"Colbert",0.09,0.09
"Stokes",0.09,0.09
"Meeker",0.09,0.09
"Marshall",0.09,0.09
"Chattooga",0.09,0.09
"Jefferson",0.09,0.09
"Lyon",0.1,0.1
"Orange",0.1,0.1
"Winkler",0.1,0.1
"Todd",0.1,0.1
"Custer",0.1,0.1
"Polk",0.1,0.1
"Stone",0.11,0.11
"Clinton",0.11,0.11
"Iowa",0.11,0.11
"Morrison",0.11,0.11
"DeKalb",0.12,0.12
"Routt",0.12,0.12
"Cheboygan",0.12,0.12
"Ford",0.12,0.12
"Benton",0.13,0.13
"Avery",0.13,0.13
"Converse",0.13,0.13
"Pender",0.13,0.13
"Lumpkin",0.13,0.13
"White Pine",0.14,0.14
"Lincoln",0.14,0.14
"Dickinson",0.14,0.14
"Paulding",0.14,0.14
"Waupaca",0.14,0.14
"Bedford",0.14,0.14
"Henry",0.15,0.15
"Haywood",0.15,0.15
"Baxter",0.15,0.15
"Bell",0.15,0.15
"Cherokee",0.15,0.15
"Camden",0.15,0.15
"Ramsey",0.15,0.15
"Roseau",0.16,0.16
"Bolivar",0.16,0.16
"Preston",0.16,0.16
"Vermillion",0.16,0.16
"Grand",0.16,0.16
"Jefferson",0.16,0.16
"Marshall",0.16,0.16
"Ogemaw",0.16,0.16
"Moniteau",0.16,0.16
"Montgomery",0.16,0.16
"Hamilton",0.16,0.16
"Anderson",0.16,0.16
"Bourbon",0.17,0.17
"Pottawatomie",0.17,0.17
"Richland",0.17,0.17
"Cooper",0.17,0.17
"Kossuth",0.18,0.18
"Shelby",0.18,0.18
"Hancock",0.18,0.18
"Simpson",0.18,0.18
"Douglas",0.19,0.19
"Wilkes",0.19,0.19
"Escambia",0.19,0.19
"Grant",0.19,0.19
"Scott",0.19,0.19
"Greene",0.19,0.19
"Luna",0.19,0.19
"Chester",0.19,0.19
"Seward",0.19,0.19
"Woodward",0.19,0.19
"Bee",0.19,0.19
"Grady",0.19,0.19
"Coffee",0.19,0.19
"Prowers",0.2,0.2
"McCurtain",0.2,0.2
"Barnes",0.2,0.2
"Del Norte",0.2,0.2
"Sampson",0.2,0.2
"Tama",0.2,0.2
"Inyo",0.21,0.21
"Putnam",0.21,0.21
"Marion",0.21,0.21
"Cedar",0.21,0.21
"Jefferson",0.21,0.21
"Fayette",0.21,0.21
"Marshall",0.21,0.21
"Franklin",0.22,0.22
"Hubbard",0.22,0.22
"Yazoo",0.22,0.22
"Greenbrier",0.22,0.22
"Georgetown",0.22,0.22
"Okanogan",0.23,0.23
"Walton",0.23,0.23
"Titus",0.23,0.23
"Duplin",0.23,0.23
"Crawford",0.23,0.23
"Ashe",0.23,0.23
"Moore",0.23,0.23
"Dukes",0.24,0.24
"Brown",0.24,0.24
"Franklin",0.24,0.24
"Traill",0.24,0.24
"Dawson",0.24,0.24
"Stephens",0.24,0.24
"Logan",0.24,0.24
"Columbus",0.24,0.24
"Baker",0.25,0.25
"Randolph",0.25,0.25
"Mahaska",0.25,0.25
"Ottawa",0.25,0.25
"Harrison",0.25,0.25
"Graves",0.25,0.25
"Rutherford",0.25,0.25
"Colusa",0.25,0.25
"Taylor",0.25,0.25
"Lawrence",0.26,0.26
"Walker",0.26,0.26
"Campbell",0.26,0.26
"Gallia",0.26,0.26
"Washington",0.27,0.27
"Uinta",0.27,0.27
"Montgomery",0.27,0.27
"Washington",0.27,0.27
"Franklin",0.27,0.27
"Sullivan",0.27,0.27
"Payette",0.27,0.27
"Oxford",0.27,0.27
"Lake",0.27,0.27
"Jefferson",0.28,0.28
"Fayette",0.28,0.28
"Henry",0.28,0.28
"Union",0.28,0.28
"Lincoln",0.29,0.29
"Dare",0.29,0.29
"Wakulla",0.29,0.29
"Putnam",0.29,0.29
"Pennington",0.29,0.29
"Kershaw",0.29,0.29
"Crawford",0.29,0.29
"Kingfisher",0.29,0.29
"Glenn",0.29,0.29
"Carbon",0.3,0.3
"Edgefield",0.3,0.3
"Baker",0.3,0.3
"Barren",0.3,0.3
"Swain",0.31,0.31
"Mason",0.31,0.31
"Fountain",0.31,0.31
"Manistee",0.31,0.31
"Haywood",0.31,0.31
"Logan",0.32,0.32
"Chambers",0.32,0.32
"Sumner",0.32,0.32
"Page",0.32,0.32
"Pettis",0.32,0.32
"Nacogdoches",0.32,0.32
"Bethel",0.32,0.32
"Crawford",0.33,0.33
"Morrow",0.33,0.33
"Seminole",0.33,0.33
"Garvin",0.33,0.33
"Cumberland",0.33,0.33
"O'Brien",0.33,0.33
"Hill",0.34,0.34
"Henry",0.34,0.34
"Wapello",0.34,0.34
"Baldwin",0.34,0.34
"Marion",0.34,0.34
"Polk",0.34,0.34
"Delaware",0.34,0.34
"Carlton",0.34,0.34
"Lucas",0.34,0.34
"Vermilion",0.35,0.35
"Cheyenne",0.35,0.35
"Nobles",0.35,0.35
"Clinton",0.35,0.35
"Morgan",0.35,0.35
"Morrow",0.35,0.35
"St. Francis",0.35,0.35
"Currituck",0.36,0.36
"Adams",0.36,0.36
"Crawford",0.36,0.36
"Menominee",0.37,0.37
"Scotland",0.37,0.37
"Labette",0.37,0.37
"Etowah",0.37,0.37
"Bedford",0.38,0.38
"Jackson",0.38,0.38
"Somerset",0.39,0.39
"Polk",0.39,0.39
"Ottawa",0.39,0.39
"Kleberg",0.39,0.39
"Taylor",0.39,0.39
"Cherokee",0.39,0.39
"Orleans",0.39,0.39
"Mercer",0.39,0.39
"Madison",0.39,0.39
"Charlevoix",0.4,0.4
"Walker",0.4,0.4
"Franklin",0.41,0.41
"Beaufort",0.42,0.42
"Greene",0.42,0.42
"Defiance",0.42,0.42
"Elbert",0.42,0.42
"Carroll",0.43,0.43
"Washington",0.43,0.43
"Buena Vista",0.44,0.44
"Wyoming",0.44,0.44
"Tipton",0.44,0.44
"Arkansas",0.45,0.45
"Jackson",0.45,0.45
"Catoosa",0.45,0.45
"Des Moines",0.45,0.45
"Copiah",0.46,0.46
"Cocke",0.46,0.46
"Calloway",0.46,0.46
"Tallapoosa",0.46,0.46
"Scott",0.46,0.46
"Brown",0.46,0.46
"Fulton",0.47,0.47
"Tillamook",0.47,0.47
"DeSoto",0.47,0.47
"Franklin",0.47,0.47
"LaGrange",0.47,0.47
"Mille Lacs",0.47,0.47
"Panola",0.47,0.47
"Warren",0.47,0.47
"Lyon",0.48,0.48
"Jasper",0.48,0.48
"Hardin",0.48,0.48
"Fillmore",0.49,0.49
"Bremer",0.49,0.49
"Hancock",0.49,0.49
"Atchison",0.49,0.49
"Crook",0.49,0.49
"Panola",0.49,0.49
"Plymouth",0.49,0.49
"White",0.5,0.5
"Pearl River",0.5,0.5
"Mason",0.5,0.5
"Hertford",0.5,0.5
"Warren",0.5,0.5
"Poinsett",0.5,0.5
"Harris",0.51,0.51
"Carroll",0.51,0.51
"McPherson",0.51,0.51
"Bryan",0.51,0.51
"Bulloch",0.51,0.51
"Dunklin",0.51,0.51
"Jay",0.52,0.52
"Summit",0.52,0.52
"Hale",0.52,0.52
"Colleton",0.52,0.52
"Limestone",0.52,0.52
"Fairfield",0.52,0.52
"DeKalb",0.54,0.54
"Sandusky",0.54,0.54
"Dyer",0.54,0.54
"Jackson",0.55,0.55
"Williams",0.55,0.55
"Hood",0.55,0.55
"Oconee",0.55,0.55
"Franklin",0.55,0.55
"Nicollet",0.55,0.55
"Loudon",0.56,0.56
"Finney",0.56,0.56
"Le Flore",0.57,0.57
"Boyle",0.57,0.57
"Colquitt",0.57,0.57
"Mountrail",0.57,0.57
"Wasco",0.57,0.57
"Nelson",0.57,0.57
"Coshocton",0.57,0.57
"Cibola",0.58,0.58
"Rio Arriba",0.58,0.58
"Lincoln",0.58,0.58
"Adams",0.59,0.59
"Wood",0.6,0.6
"Monroe",0.6,0.6
"Johnson",0.61,0.61
"Mifflin",0.61,0.61
"Elmore",0.61,0.61
"Jim Wells",0.61,0.61
"Crawford",0.62,0.62
"Palo Pinto",0.62,0.62
"Rogers",0.62,0.62
"Dallas",0.62,0.62
"Val Verde",0.62,0.62
"Freeborn",0.63,0.63
"Cass",0.63,0.63
"Lawrence",0.64,0.64
"Randolph",0.65,0.65
"Fulton",0.65,0.65
"Cassia",0.65,0.65
"Holmes",0.65,0.65
"Oktibbeha",0.65,0.65
"Fulton",0.65,0.65
"Lee",0.65,0.65
"Okmulgee",0.66,0.66
"Ray",0.66,0.66
"Lampasas",0.66,0.66
"Clear Creek",0.67,0.67
"Le Sueur",0.67,0.67
"Pope",0.67,0.67
"Emmet",0.67,0.67
"Essex",0.68,0.68
"Jerome",0.68,0.68
"Wilkinson",0.68,0.68
"Hopkins",0.68,0.68
"Effingham",0.68,0.68
"Lafayette",0.69,0.69
"Person",0.69,0.69
"Pike",0.69,0.69
"St. Francois",0.69,0.69
"Citrus",0.7,0.7
"Toombs",0.7,0.7
"Snyder",0.7,0.7
"Mississippi",0.7,0.7
"Cherokee",0.7,0.7
"Galax",0.7,0.7
"McDonald",0.71,0.71
"Fayette",0.71,0.71
"Wabash",0.73,0.73
"Kay",0.73,0.73
"Humboldt",0.73,0.73
"Bladen",0.73,0.73
"Brown",0.73,0.73
"Henry",0.74,0.74
"Laurens",0.74,0.74
"Mayes",0.74,0.74
"Carter",0.75,0.75
"Poweshiek",0.75,0.75
"Autauga",0.75,0.75
"Mills",0.75,0.75
"Lincoln",0.75,0.75
"Mecosta",0.75,0.75
"North Slope",0.75,0.75
"Russell",0.76,0.76
"Box Butte",0.76,0.76
"Peach",0.76,0.76
"Hillsdale",0.76,0.76
"Muskingum",0.76,0.76
"Covington",0.76,0.76
"Franklin",0.77,0.77
"Henry",0.77,0.77
"Stephens",0.77,0.77
"Noble",0.77,0.77
"Clarion",0.78,0.78
"Davison",0.78,0.78
"Lapeer",0.78,0.78
"Boone",0.78,0.78
"Marion",0.78,0.78
"Sumter",0.79,0.79
"Natchitoches",0.79,0.79
"Lincoln",0.79,0.79
"Whitley",0.79,0.79
"Sequoyah",0.8,0.8
"Perry",0.8,0.8
"Marion",0.8,0.8
"Caldwell",0.8,0.8
"Van Zandt",0.8,0.8
"Clay",0.8,0.8
"Rowan",0.8,0.8
"Somerset",0.8,0.8
"Clinton",0.81,0.81
"Lincoln",0.81,0.81
"Pitkin",0.82,0.82
"Tioga",0.82,0.82
"Bryan",0.82,0.82
"Boone",0.83,0.83
"Lake",0.83,0.83
"Shelby",0.83,0.83
"Cerro Gordo",0.83,0.83
"Huntingdon",0.85,0.85
"Scott",0.85,0.85
"Trempealeau",0.85,0.85
"Platte",0.86,0.86
"Iroquois",0.87,0.87
"Mineral",0.87,0.87
"White",0.87,0.87
"Polk",0.87,0.87
"Wells",0.88,0.88
"Ellis",0.88,0.88
"Wilson",0.88,0.88
"Macoupin",0.88,0.88
"Washington",0.88,0.88
"Knox",0.88,0.88
"Robeson",0.89,0.89
"Marshall",0.89,0.89
"Jackson",0.89,0.89
"Sagadahoc",0.9,0.9
"Evangeline",0.9,0.9
"Lyon",0.9,0.9
"Saline",0.9,0.9
"Karnes",0.91,0.91
"Woodford",0.92,0.92
"Gogebic",0.92,0.92
"De Soto",0.92,0.92
"Santa Cruz",0.92,0.92
"Robertson",0.92,0.92
"Habersham",0.93,0.93
"Jessamine",0.93,0.93
"Garrett",0.93,0.93
"Thomas",0.93,0.93
"Ravalli",0.93,0.93
"Montgomery",0.94,0.94
"Webster",0.94,0.94
"Henderson",0.94,0.94
"Dodge",0.95,0.95
"Elmore",0.96,0.96
"Tehama",0.96,0.96
"Kauai",0.96,0.96
"Pointe Coupee",0.97,0.97
"Cattaraugus",0.97,0.97
"Pike",0.97,0.97
"Jones",0.97,0.97
"Columbiana",0.98,0.98
"Lamoille",0.98,0.98
"Seneca",0.98,0.98
"Vernon",0.98,0.98
"Shawano",0.99,0.99
"Aransas",1,1
"Norton",1,1
"Rusk",1,1
"Newberry",1,1
"Pulaski",1,1
"Kent",1.01,1.01
"Union",1.01,1.01
"Montezuma",1.01,1.01
"Grant",1.02,1.02
"Valdez-Cordova",1.02,1.02
"Independence",1.03,1.03
"Jefferson Davis",1.03,1.03
"Pontotoc",1.03,1.03
"St. Clair",1.04,1.04
"Henderson",1.04,1.04
"Calumet",1.04,1.04
"Nash",1.04,1.04
"Jackson",1.05,1.05
"Cherokee",1.05,1.05
"Cullman",1.05,1.05
"Caldwell",1.06,1.06
"Nodaway",1.07,1.07
"Creek",1.07,1.07
"Decatur",1.07,1.07
"Grundy",1.08,1.08
"Richland",1.08,1.08
"Upshur",1.08,1.08
"Mercer",1.09,1.09
"Gage",1.09,1.09
"Montrose",1.1,1.1
"McDonough",1.1,1.1
"Grant",1.11,1.11
"Fulton",1.11,1.11
"Lea",1.11,1.11
"Garfield",1.12,1.12
"Chaffee",1.12,1.12
"St. James",1.12,1.12
"Wabasha",1.12,1.12
"Union",1.13,1.13
"Russell",1.13,1.13
"St. Joseph",1.14,1.14
"Flagler",1.14,1.14
"Wythe",1.15,1.15
"Dallas",1.15,1.15
"Levy",1.16,1.16
"Morgan",1.16,1.16
"Harnett",1.16,1.16
"Troup",1.17,1.17
"Cape May",1.17,1.17
"Starke",1.17,1.17
"Wharton",1.17,1.17
"Pittsylvania",1.17,1.17
"Montague",1.17,1.17
"Ford",1.18,1.18
"Scioto",1.18,1.18
"Darke",1.18,1.18
"McKenzie",1.18,1.18
"Grady",1.18,1.18
"Rockingham",1.19,1.19
"Jasper",1.19,1.19
"Caledonia",1.19,1.19
"Howell",1.19,1.19
"Bullitt",1.19,1.19
"Vance",1.19,1.19
"Parker",1.2,1.2
"Douglas",1.2,1.2
"Osage",1.2,1.2
"Kodiak Island",1.2,1.2
"Wyandot",1.21,1.21
"Butler",1.21,1.21
"Benton",1.21,1.21
"Hamblen",1.21,1.21
"Clark",1.23,1.23
"Lamar",1.24,1.24
"Perry",1.24,1.24
"Geary",1.24,1.24
"Rankin",1.24,1.24
"Mercer",1.24,1.24
"Belmont",1.24,1.24
"Nottoway",1.24,1.24
"Burleson",1.24,1.24
"Marshall",1.25,1.25
"Belknap",1.25,1.25
"Clatsop",1.26,1.26
"Pulaski",1.26,1.26
"Montcalm",1.26,1.26
"Saline",1.27,1.27
"Kandiyohi",1.27,1.27
"Tuscola",1.27,1.27
"Brunswick",1.28,1.28
"Carroll",1.28,1.28
"Itasca",1.28,1.28
"Seneca",1.28,1.28
"Tift",1.29,1.29
"Lauderdale",1.29,1.29
"McDowell",1.29,1.29
"Bureau",1.3,1.3
"Hopkins",1.3,1.3
"Charlotte",1.3,1.3
"Lincoln",1.31,1.31
"Warren",1.31,1.31
"Davidson",1.31,1.31
"Webster",1.31,1.31
"Whiteside",1.31,1.31
"Harrison",1.32,1.32
"Crittenden",1.32,1.32
"Moffat",1.33,1.33
"Cooke",1.33,1.33
"Johnson",1.34,1.34
"Iosco",1.34,1.34
"Churchill",1.34,1.34
"Crawford",1.34,1.34
"Park",1.35,1.35
"Posey",1.35,1.35
"Jefferson",1.35,1.35
"Pickaway",1.35,1.35
"Clinton",1.35,1.35
"Ashland",1.36,1.36
"Carroll",1.36,1.36
"Siskiyou",1.36,1.36
"Greene",1.39,1.39
"Miller",1.39,1.39
"Amherst",1.4,1.4
"Edgar",1.4,1.4
"Jackson",1.4,1.4
"Coryell",1.41,1.41
"Cass",1.41,1.41
"Lawrence",1.41,1.41
"DeKalb",1.42,1.42
"Cowley",1.42,1.42
"Shiawassee",1.42,1.42
"Hardin",1.42,1.42
"Cheatham",1.43,1.43
"Tipton",1.43,1.43
"Calaveras",1.43,1.43
"Acadia",1.44,1.44
"Northumberland",1.45,1.45
"Sevier",1.45,1.45
"Huron",1.45,1.45
"Steuben",1.46,1.46
"Santa Rosa",1.46,1.46
"Davie",1.46,1.46
"Sumter",1.47,1.47
"Greene",1.47,1.47
"Dodge",1.47,1.47
"Beauregard",1.47,1.47
"Williams",1.48,1.48
"Armstrong",1.49,1.49
"Victoria",1.49,1.49
"Cass",1.49,1.49
"Polk",1.49,1.49
"Robertson",1.5,1.5
"Essex",1.5,1.5
"Bradford",1.5,1.5
"Kendall",1.51,1.51
"Grimes",1.51,1.51
"Navarro",1.51,1.51
"Hancock",1.52,1.52
"Hancock",1.52,1.52
"Marshall",1.52,1.52
"Cleveland",1.52,1.52
"Franklin",1.52,1.52
"Custer",1.52,1.52
"Park",1.52,1.52
"Plaquemines",1.53,1.53
"Oldham",1.54,1.54
"Spalding",1.54,1.54
"Lee",1.55,1.55
"Conway",1.55,1.55
"Clark",1.55,1.55
"Butler",1.56,1.56
"Decatur",1.57,1.57
"Rush",1.57,1.57
"Pottawatomie",1.57,1.57
"Clinton",1.57,1.57
"Chippewa",1.57,1.57
"Washington",1.57,1.57
"Livingston",1.57,1.57
"Nye",1.58,1.58
"Gibson",1.58,1.58
"Walworth",1.58,1.58
"Miami",1.58,1.58
"Milam",1.58,1.58
"Delta",1.58,1.58
"St. John the Baptist",1.59,1.59
"Harrison",1.59,1.59
"Taos",1.59,1.59
"Pickens",1.59,1.59
"Shenandoah",1.59,1.59
"Lake",1.59,1.59
"Manitowoc",1.59,1.59
"Champaign",1.6,1.6
"Talladega",1.6,1.6
"Lowndes",1.6,1.6
"Geauga",1.6,1.6
"Queen Anne's",1.61,1.61
"Christian",1.61,1.61
"Cass",1.61,1.61
"Wayne",1.61,1.61
"Gila",1.61,1.61
"Stark",1.62,1.62
"Graham",1.62,1.62
"Union",1.62,1.62
"Union",1.62,1.62
"Sioux",1.62,1.62
"Caroline",1.63,1.63
"Stevens",1.63,1.63
"Muscatine",1.63,1.63
"Tooele",1.63,1.63
"Moultrie",1.64,1.64
"Iberia",1.64,1.64
"Gillespie",1.64,1.64
"Monroe",1.65,1.65
"Clinton",1.65,1.65
"Crawford",1.65,1.65
"Barrow",1.66,1.66
"Meriwether",1.66,1.66
"Valencia",1.66,1.66
"Randolph",1.67,1.67
"Taney",1.67,1.67
"Wayne",1.67,1.67
"Montour",1.67,1.67
"Bristol",1.68,1.68
"Orange",1.68,1.68
"Greenwood",1.68,1.68
"Leelanau",1.69,1.69
"Walton",1.69,1.69
"Lee",1.69,1.69
"Lauderdale",1.69,1.69
"Halifax",1.7,1.7
"Austin",1.7,1.7
"Lincoln",1.71,1.71
"Marinette",1.71,1.71
"Chemung",1.74,1.74
"Green",1.75,1.75
"Fremont",1.76,1.76
"Oceana",1.76,1.76
"Oconto",1.76,1.76
"Waller",1.77,1.77
"Spencer",1.78,1.78
"Clay",1.78,1.78
"Harrison",1.78,1.78
"West Baton Rouge",1.79,1.79
"Coweta",1.8,1.8
"Wayne",1.8,1.8
"Fond du Lac",1.81,1.81
"Craven",1.82,1.82
"Lincoln",1.82,1.82
"Lyon",1.82,1.82
"Malheur",1.83,1.83
"Ashtabula",1.83,1.83
"Richmond",1.83,1.83
"Granville",1.83,1.83
"Waldo",1.84,1.84
"Sanilac",1.84,1.84
"Scotts Bluff",1.84,1.84
"Calvert",1.84,1.84
"Carteret",1.85,1.85
"Coos",1.85,1.85
"Burnet",1.85,1.85
"Johnston",1.85,1.85
"Starr",1.85,1.85
"Douglas",1.86,1.86
"Winneshiek",1.87,1.87
"Scott",1.87,1.87
"Maui",1.87,1.87
"Floyd",1.88,1.88
"Huron",1.88,1.88
"Douglas",1.89,1.89
"Burke",1.89,1.89
"Modoc",1.9,1.9
"Eagle",1.9,1.9
"Bonner",1.9,1.9
"Tuscarawas",1.9,1.9
"Laurens",1.9,1.9
"Horry",1.9,1.9
"Gordon",1.91,1.91
"Bradley",1.91,1.91
"Kenai Peninsula",1.91,1.91
"Caddo",1.93,1.93
"Monroe",1.93,1.93
"Hardin",1.94,1.94
"Cass",1.94,1.94
"Calhoun",1.94,1.94
"Lewis",1.95,1.95
"Columbia",1.95,1.95
"Campbell",1.95,1.95
"Putnam",1.95,1.95
"Warren",1.96,1.96
"Sussex",1.97,1.97
"Carbon",1.97,1.97
"Forsyth",1.97,1.97
"Bartow",1.98,1.98
"Trumbull",1.98,1.98
"Eddy",1.98,1.98
"Highlands",1.99,1.99
"Pierce",2,2
"Liberty",2,2
"Douglas",2,2
"Franklin",2,2
"Prince Edward",2,2
"Klamath",2.01,2.01
"Randall",2.01,2.01
"Whitley",2.01,2.01
"Fairfield",2.02,2.02
"Lincoln",2.02,2.02
"Chautauqua",2.03,2.03
"Herkimer",2.04,2.04
"Lafourche",2.05,2.05
"Clearfield",2.05,2.05
"Shelby",2.05,2.05
"Morgan",2.05,2.05
"Glynn",2.06,2.06
"Darlington",2.06,2.06
"Wexford",2.06,2.06
"Moore",2.07,2.07
"Saline",2.07,2.07
"Surry",2.07,2.07
"Lawrence",2.08,2.08
"Kaufman",2.08,2.08
"Warren",2.09,2.09
"Frio",2.09,2.09
"Floyd",2.09,2.09
"St. Mary",2.12,2.12
"Warrick",2.12,2.12
"Paulding",2.12,2.12
"Saunders",2.12,2.12
"Ector",2.12,2.12
"Clinton",2.13,2.13
"Lenawee",2.13,2.13
"Tangipahoa",2.14,2.14
"Edgecombe",2.15,2.15
"Howard",2.15,2.15
"Umatilla",2.17,2.17
"Isabella",2.17,2.17
"Talbot",2.18,2.18
"Jefferson",2.18,2.18
"Kerr",2.18,2.18
"Randolph",2.19,2.19
"Baldwin",2.19,2.19
"Somerset",2.19,2.19
"Grayson",2.2,2.2
"Fayette",2.2,2.2
"Guernsey",2.2,2.2
"Ionia",2.2,2.2
"Kankakee",2.21,2.21
"Lawrence",2.22,2.22
"Cayuga",2.22,2.22
"Marion",2.22,2.22
"Josephine",2.22,2.22
"Ogle",2.22,2.22
"DeSoto",2.23,2.23
"Lonoke",2.24,2.24
"Wright",2.24,2.24
"Halifax",2.24,2.24
"Hernando",2.25,2.25
"Uvalde",2.25,2.25
"Clay",2.25,2.25
"Mohave",2.25,2.25
"Adams",2.25,2.25
"Windham",2.26,2.26
"Beaufort",2.26,2.26
"Wilson",2.26,2.26
"Manatee",2.27,2.27
"Porter",2.28,2.28
"Knox",2.28,2.28
"Dubois",2.29,2.29
"Niagara",2.29,2.29
"Boyd",2.29,2.29
"Johnson",2.3,2.3
"Morgan",2.3,2.3
"Mariposa",2.3,2.3
"Shelby",2.3,2.3
"Anderson",2.31,2.31
"Dorchester",2.32,2.32
"Sumner",2.32,2.32
"Ascension",2.32,2.32
"Rockwall",2.33,2.33
"Martin",2.33,2.33
"Yankton",2.33,2.33
"Dakota",2.34,2.34
"Chisago",2.35,2.35
"Morton",2.35,2.35
"Coffee",2.36,2.36
"Preble",2.36,2.36
"Morgan",2.36,2.36
"Huntington",2.37,2.37
"Rice",2.37,2.37
"Elko",2.38,2.38
"Warren",2.38,2.38
"Winona",2.38,2.38
"Garland",2.38,2.38
"Lee",2.38,2.38
"Jefferson",2.4,2.4
"Louisa",2.4,2.4
"Buckingham",2.41,2.41
"Chester",2.43,2.43
"Wilson",2.45,2.45
"Gregg",2.45,2.45
"Amador",2.46,2.46
"Schuyler",2.47,2.47
"Chaves",2.47,2.47
"Waynesboro",2.48,2.48
"Crow Wing",2.48,2.48
"Franklin",2.48,2.48
"Genesee",2.49,2.49
"Columbia",2.49,2.49
"St. Charles",2.49,2.49
"Teton",2.5,2.5
"Allegany",2.5,2.5
"Highland",2.51,2.51
"Matanuska-Susitna",2.51,2.51
"Cherokee",2.52,2.52
"Madison",2.52,2.52
"Bradford",2.52,2.52
"Burnett",2.52,2.52
"Lee",2.54,2.54
"Elkhart",2.54,2.54
"San Patricio",2.54,2.54
"Oswego",2.55,2.55
"Columbia",2.56,2.56
"Houston",2.56,2.56
"Branch",2.57,2.57
"Liberty",2.58,2.58
"Douglas",2.58,2.58
"Washington",2.58,2.58
"Dorchester",2.58,2.58
"Cape Girardeau",2.58,2.58
"Reno",2.59,2.59
"Bedford",2.6,2.6
"Effingham",2.6,2.6
"Canadian",2.6,2.6
"Bedford",2.6,2.6
"Litchfield",2.6,2.6
"Guadalupe",2.61,2.61
"Washington",2.62,2.62
"Dodge",2.62,2.62
"Northumberland",2.62,2.62
"Washington",2.63,2.63
"Coles",2.63,2.63
"Lassen",2.63,2.63
"San Benito",2.63,2.63
"Rains",2.63,2.63
"Sullivan",2.64,2.64
"Erie",2.64,2.64
"Douglas",2.65,2.65
"Saline",2.65,2.65
"Lafayette",2.66,2.66
"Vernon",2.66,2.66
"Gadsden",2.66,2.66
"Bingham",2.67,2.67
"Schoharie",2.67,2.67
"McCracken",2.68,2.68
"Mono",2.69,2.69
"Otsego",2.69,2.69
"St. Bernard",2.7,2.7
"Indian River",2.71,2.71
"Rowan",2.72,2.72
"St. Tammany",2.72,2.72
"Alpena",2.73,2.73
"Pasco",2.73,2.73
"Frederick",2.73,2.73
"Comal",2.74,2.74
"Kings",2.74,2.74
"Stephenson",2.74,2.74
"Henry",2.74,2.74
"Walla Walla",2.74,2.74
"Carroll",2.75,2.75
"Williamson",2.75,2.75
"Wise",2.75,2.75
"Whitfield",2.75,2.75
"Lexington",2.76,2.76
"St. Croix",2.76,2.76
"Portage",2.77,2.77
"Lowndes",2.77,2.77
"McClain",2.77,2.77
"Jefferson",2.78,2.78
"Ozaukee",2.78,2.78
"Iron",2.78,2.78
"Floyd",2.78,2.78
"Sauk",2.79,2.79
"Hall",2.79,2.79
"St. Clair",2.79,2.79
"Grant",2.8,2.8
"Forrest",2.81,2.81
"Yamhill",2.81,2.81
"Fayette",2.82,2.82
"Otoe",2.82,2.82
"Stanly",2.82,2.82
"Newaygo",2.83,2.83
"Van Buren",2.83,2.83
"Sussex",2.83,2.83
"Monroe",2.83,2.83
"Meade",2.83,2.83
"Platte",2.84,2.84
"Otsego",2.85,2.85
"Callaway",2.85,2.85
"Lincoln",2.85,2.85
"Washington",2.87,2.87
"Bandera",2.88,2.88
"Delta",2.88,2.88
"Linn",2.89,2.89
"Catawba",2.9,2.9
"Putnam",2.91,2.91
"Putnam",2.91,2.91
"Smith",2.91,2.91
"Gunnison",2.93,2.93
"Perry",2.94,2.94
"Caroline",2.94,2.94
"Jackson",2.96,2.96
"Blount",2.96,2.96
"Berkeley",2.97,2.97
"Macon",2.97,2.97
"Columbia",2.97,2.97
"Latah",2.97,2.97
"Newton",2.97,2.97
"Angelina",2.98,2.98
"Cortland",2.99,2.99
"Marshall",2.99,2.99
"Sherburne",2.99,2.99
"Jefferson",2.99,2.99
"Twin Falls",2.99,2.99
"Chippewa",3,3
"Madera",3.01,3.01
"Barnstable",3.02,3.02
"Watauga",3.02,3.02
"Lake",3.02,3.02
"Cowlitz",3.02,3.02
"Logan",3.03,3.03
"Warren",3.03,3.03
"Windham",3.05,3.05
"Hawaii",3.05,3.05
"Johnson",3.07,3.07
"Delaware",3.07,3.07
"Bay",3.07,3.07
"Washington",3.08,3.08
"Chatham",3.09,3.09
"Cabarrus",3.09,3.09
"Tazewell",3.09,3.09
"Barry",3.1,3.1
"Delaware",3.1,3.1
"Buffalo",3.11,3.11
"Wilbarger",3.11,3.11
"Knox",3.12,3.12
"Martinsville",3.12,3.12
"Terrebonne",3.13,3.13
"Sussex",3.13,3.13
"Worcester",3.14,3.14
"Jackson",3.15,3.15
